,id,title
109,103,Taxi Driver
110,33542,Rumble in the Bronx
111,43566,Before and After
112,71754,Margaret's Museum
113,43612,Happiness Is in the Field
114,51352,Anne Frank Remembered
115,16934,The Young Poisoner's Handbook
116,10324,If Lucy Fell
117,78406,Steal Big Steal Little
118,55731,Race the Sun
119,32119,The Boys of St. Vincent
120,11066,Boomerang
121,11104,Chungking Express
122,37975,The Star Maker
123,2074,Flirting with Disaster
124,27793,The Neverending Story III: Escape from Fantasia
125,44284,The Silences of the Palace
126,290157,Jupiter's Wife
127,110972,Pie in the Sky
128,32622,Angela
129,73067,Frankie Starlight
130,11863,Jade
131,55475,Nueba Yol
132,124636,Sonic Outlaws
133,9101,Down Periscope
134,123360,From the Journals of Jean Seberg
135,5757,Man of the Year
136,39428,The Neon Bible
137,124639,Target
138,9302,Up Close & Personal
139,11000,The Birdcage
140,249882,Virgin Mary
141,16388,The Brothers McMullen
142,9737,Bad Boys
143,30765,The Amazing Panda Adventure
144,10474,The Basketball Diaries
145,22279,An Awfully Big Adventure
146,30157,Amateur
147,568,Apollo 13
148,11780,Rob Roy
149,34996,The Addiction
150,414,Batman Forever
151,649,Belle de Jour
152,1873,Beyond Rangoon
153,5894,Blue in the Face
154,1775,Canadian Bacon
155,8839,Casper
156,20649,Clockers
157,10329,Congo
158,8963,Crimson Tide
159,26564,Crumb
160,8068,Desperado
161,8512,Devil in a Blue Dress
162,1572,Die Hard: With a Vengeance
163,13552,The Doom Generation
164,259209,Feast of July
165,6520,First Knight
166,9073,Free Willy 2 - The Adventure Home
167,10428,Hackers
168,17447,Jeffrey
169,9886,Johnny Mnemonic
170,9482,Judge Dredd
171,19326,Jury Duty
172,9344,Kids
173,9071,Living in Oblivion
174,8973,Lord of Illusions
175,15730,Love & Human Remains
176,47608,Mad Love
177,2293,Mallrats
178,9070,Mighty Morphin Power Rangers: The Movie
179,68274,Moonlight and Valentino
180,48787,Mute Witness
181,34574,Nadja
182,1642,The Net
183,11472,Nine Months
184,36196,Party Girl
185,11980,The Prophecy
186,58372,Reckless
187,32646,Safe
188,10533,The Scarlet Letter
189,56088,The Show
190,10802,Showgirls
191,10149,Smoke
192,18402,Something to Talk About
193,9348,Species
194,139408,The Stars Fell on Henrietta
195,281,Strange Days
196,5967,The Umbrellas of Cherbourg
197,79593,The Tie That Binds
198,47939,Three Wishes
199,36834,Total Eclipse
200,9090,"To Wong Foo, Thanks for Everything! Julie Newmar"
201,3512,Under Siege 2: Dark Territory
202,52856,Unstrung Heroes
203,77350,Unzipped
204,9560,A Walk in the Clouds
205,9804,Waterworld
206,31611,White Man's Burden
207,65796,Wild Bill
208,49805,The Browning Version
209,26258,Bushwhacked
210,50797,Burnt by the Sun
211,19155,Before the Rain
212,76,Before Sunrise
213,11017,Billy Madison
214,37141,The Babysitter
215,9382,Boys on the Side
216,6715,The Cure
217,18256,Castle Freak
218,22625,Circle of Friends
219,2292,Clerks
220,1909,Don Juan DeMarco
221,8984,Disclosure
222,61813,Dream Man
223,4954,Drop Zone
224,62488,Destiny Turns on the Radio
225,10531,Death and the Maiden
226,11929,Dolores Claiborne
227,8467,Dumb and Dumber
228,10451,Eat Drink Man Woman
229,20156,Exotica
230,18395,Exit to Eden
231,522,Ed Wood
232,397,French Kiss
233,10525,Forget Paris
234,27985,Far from Home: The Adventures of Yellow Dog
235,15789,A Goofy Movie
236,27303,Hideaway
237,21183,Fluke
238,10954,Farinelli
239,47867,Gordy
240,43475,Gumby: The Movie
241,72031,The Glass Shield
242,14275,Hoop Dreams
243,1024,Heavenly Creatures
244,17207,Houseguest
245,13701,Immortal Beloved
246,14819,Heavyweights
247,32631,The Hunted
248,11777,I.Q.
249,628,Interview with the Vampire
250,87729,Jefferson in Paris
251,18713,The Jerky Boys
252,6280,Junior
253,9061,Just Cause
254,37108,A Kid in King Arthur's Court
255,6071,Kiss of Death
256,11,Star Wars
257,9587,Little Women
258,19101,A Little Princess
259,49980,Ladybird Ladybird
260,17961,L'Enfer
261,18183,Like Water for Chocolate
262,4476,Legends of the Fall
263,11008,Major Payne
264,47504,Little Odessa
265,32325,Mi Vida Loca
266,43742,Love Affair
267,28313,Losing Isaiah
268,11318,The Madness of King George
269,3036,Mary Shelley's Frankenstein
270,40490,Man of the House
271,24070,Mixed Nuts
272,8986,Milk Money
273,10510,Miracle on 34th Street
274,17402,Miami Rhapsody
275,38722,My Family
276,8438,Murder in the First
277,11593,Nobody's Fool
278,1945,Nell
279,39310,New Jersey Drive
280,109560,New York Cop
281,56428,Beyond Bedlam
282,63105,Nemesis 2 - Nebula
283,131957,Nina Takes a Lover
284,241,Natural Born Killers
285,9058,Only You
286,527,Once Were Warriors
287,18220,Poison Ivy II: Lily
288,6950,Outbreak
289,101,Leon: The Professional
290,63020,The Perez Family
291,2307,A Pyromaniac's Love Story
292,680,Pulp Fiction
293,41478,Panther
294,25296,Pushing Hands
295,40156,Priest
296,11450,Quiz Show
297,30304,Picture Bride
298,10452,Queen Margot
299,12106,The Quick and the Dead
300,161495,Roommates
301,3586,Prêt-à-Porter
302,110,Three Colors: Red
303,108,Three Colors: Blue
304,109,Three Colors: White
305,159185,"Red Firecracker, Green Firecracker"
306,36357,Rent-a-Kid
307,92769,Relative Fear
308,28033,Stuart Saves His Family
309,22586,The Swan Princess
310,14334,The Secret of Roan Inish
311,2636,The Specialist
312,2164,Stargate
313,11395,The Santa Clause
314,278,The Shawshank Redemption
315,9905,Shallow Grave
316,87078,Suture
317,12527,Strawberry and Chocolate
318,20306,Swimming with Sharks
319,36614,The Sum of Us
320,27993,Senior Trip
321,31439,To Live
322,9067,Tank Girl
323,9059,Tales from the Crypt: Demon Knight
324,193,Star Trek: Generations
325,25066,Tales from the Hood
326,46797,Tom & Viv
327,12122,Village of the Damned
328,11381,Tommy Boy
329,32636,Vanya on 42nd Street
330,36141,The Underneath
331,95963,The Walking Dead
332,1587,What's Eating Gilbert Grape
333,9271,Virtuosity
334,2064,While You Were Sleeping
335,19855,The War
336,60855,Double Happiness
337,236,Muriel's Wedding
338,48287,The Baby-Sitters Club
339,3049,Ace Ventura: Pet Detective
340,2759,"The Adventures of Priscilla, Queen of the Desert"
341,12635,Backbeat
342,10497,Bitter Moon
343,11382,Bullets Over Broadway
344,9331,Clear and Present Danger
345,10731,The Client
346,10464,"Corrina, Corrina"
347,34152,Crooklyn
348,9495,The Crow
349,29973,Cobb
350,888,The Flintstones
351,13,Forrest Gump
352,712,Four Weddings and a Funeral
353,16295,Higher Learning
354,48992,I Like It Like That
355,10879,I Love Trouble
356,10660,It Could Happen to You
357,10714,The Jungle Book
358,41647,"The Wonderful, Horrible Life of Leni Riefenstahl"
359,8587,The Lion King
360,1689,Little Buddha
361,11596,New Nightmare
362,854,The Mask
363,9359,Maverick
364,23333,Mrs. Parker and the Vicious Circle
365,36593,The Naked Gun 33⅓: The Final Insult
366,12280,The Paper
367,2788,Reality Bites
368,10427,Red Rock West
369,11011,Ri¢hie Ri¢h
370,49803,Safe Passage
371,8987,The River Wild
372,1637,Speed
373,15128,Speechless
374,8831,Timecop
375,36955,True Lies
376,10449,When a Man Loves a Woman
377,10395,Wolf
378,12160,Wyatt Earp
379,40480,Bad Company
380,52038,A Man of No Importance
381,29444,S.F.W.
382,26352,A Low Down Dirty Shame
383,39953,"Boys Life: Three Stories of Love, Lust, and Liberation"
384,41580,Colonel Chabert
385,315,"Faster, Pussycat! Kill! Kill!"
386,22067,Jason's Lyric
387,18242,The Secret Adventures of Tom Thumb
388,11667,Street Fighter
389,32502,Coldblooded
390,267188,Desert Winds
391,28732,Fall Time
392,75555,The Fear
393,42981,Frank and Ollie
394,278939,Girl in the Cadillac
395,291731,Homage
396,226229,Mirage
397,203119,Open Season
398,172923,Dos Crímenes
399,316098,Brother Minister: The Assassination of Malcolm X
400,8011,Highlander: The Final Dimension
401,171857,Federal Hill
402,2654,In the Mouth of Madness
403,18069,8 Seconds
404,19092,Above the Rim
405,2758,Addams Family Values
406,38129,Martin Lawrence: You So Crazy
407,10436,The Age of Innocence
408,13595,Airheads
409,46094,The Air Up There
410,9409,Another Stakeout
411,11853,Bad Girls
412,16771,Barcelona
413,46924,Being Human
414,11041,The Beverly Hillbillies
415,306,Beverly Hills Cop III
416,14522,Black Beauty
417,26203,Blink
418,178,Blown Away
419,19819,Blue Chips
420,57834,Blue Sky
421,4722,Body Snatchers
422,18215,Boxing Helena
423,1607,A Bronx Tale
424,26391,Cabin Boy
425,117553,Calendar Girl
426,6075,Carlito's Way
427,11310,City Slickers II: The Legend of Curly's Gold
428,18658,Clean Slate
429,9350,Cliffhanger
430,9612,Coneheads
431,2124,Color of Night
432,26261,Cops & Robbersons
433,19176,The Cowboy Way
434,49299,Dangerous Game
435,11566,Dave
436,9571,Dazed and Confused
437,9739,Demolition Man
438,24257,The Endless Summer 2
439,34444,Even Cowgirls Get the Blues
440,26141,Fatal Instinct
441,10997,Farewell My Concubine
442,50463,The Favor
443,10443,Fearless
444,20239,Fear of a Black Hat
445,16297,With Honors
446,18551,Flesh and Bone
447,25440,Widows' Peak
448,9024,For Love or Money
449,37233,The Firm
450,1634,Free Willy
451,13815,Fresh
452,5503,The Fugitive
453,35588,Geronimo: An American Legend
454,2087,The Getaway
455,41579,Getting Even with Dad
456,18620,Go Fish
457,41006,A Good Man in Africa
458,4916,Guilty as Sin
459,2019,Hard Target
460,31642,Heaven & Earth
461,9255,Hot Shots! Part Deux
462,26271,Live Nude Girls
463,10612,The Englishman Who Went Up a Hill But Came Down a Mountain
464,2259,The House of the Spirits
465,16097,House Party 3
466,11934,The Hudsucker Proxy
467,106143,I'll Do Anything
468,12475,In the Army Now
469,9386,In the Line of Fire
470,7984,In the Name of the Father
471,59930,The Inkwell
472,15765,What's Love Got to Do with It
473,31643,Jimmy Hollywood
474,6,Judgment Night
475,329,Jurassic Park
476,10909,Kalifornia
477,507,Killing Zoe
478,34024,King of the Hill
479,29918,Lassie
480,9593,Last Action Hero
481,42580,Life With Mikey
482,22317,Lightning Jack
483,1413,M. Butterfly
484,12121,Made in America
485,2246,Malice
486,10502,The Man without a Face
487,10440,Manhattan Murder Mystery
488,9516,Menace II Society
489,2320,Executive Decision
490,5879,In the Realm of the Senses
491,83718,What Happened Was...
492,11971,Much Ado About Nothing
493,2625,Mr. Jones
494,31911,Mr. Wonderful
495,788,Mrs. Doubtfire
496,21450,Naked
497,11231,The Next Karate Kid
498,41588,The New Age
499,10447,No Escape
500,31586,North
501,9300,Orlando
502,9559,A Perfect World
503,9800,Philadelphia
504,713,The Piano
505,8291,Poetic Justice
506,18133,The Program
507,25557,The Puppet Masters
508,22588,Radioland Murders
509,10872,The Ref
510,1245,The Remains of the Day
511,11858,Renaissance Man
512,7007,Rising Sun
513,10467,The Road to Wellville
514,5550,RoboCop 3
515,8005,Robin Hood: Men in Tights
516,2088,Romeo Is Bleeding
517,10412,Romper Stomper
518,47889,Ruby in Paradise
519,14534,Rudy
520,56583,The Saint of Fort Washington
521,41878,Savage Nights
522,424,Schindler's List
523,35233,The Scout
524,14291,Searching for Bobby Fischer
525,103413,Second Best
526,11236,The Secret Garden
527,11592,Serial Mom
528,8850,The Shadow
529,10445,Shadowlands
530,695,Short Cuts
531,43535,A Simple Twist of Fate
532,12519,Sirens
533,23210,Six Degrees of Separation
534,858,Sleepless in Seattle
535,867,Sliver
536,78,Blade Runner
537,13203,Son in Law
538,10442,So I Married an Axe Murderer
539,11074,Striking Distance
540,33367,Harem
541,9607,Super Mario Bros.
542,17585,Surviving the Game
543,9057,Terminal Velocity
544,20967,Thirty Two Short Films About Glenn Gould
545,10635,Threesome
546,9479,The Nightmare Before Christmas
547,10057,The Three Musketeers
548,11969,Tombstone
549,41590,Trial by Jury
550,319,True Romance
551,26408,The War Room
552,15139,The Pagemaster
553,161158,"Paris, France"
554,218473,"The Beans of Egypt, Maine"
555,85247,Killer
556,11446,Welcome to the Dollhouse
557,51980,Germinal
558,24405,Chasers
559,11655,Cronos
560,11800,Naked in New York
561,8223,Kika
562,14587,Bhaji on the Beach
563,31504,Little Big League
564,41653,The Slingshot
565,53185,Wide Eyed and Legless
566,95743,Foreign Student
567,23637,"Ciao, Professore!"
568,17600,Spanking the Monkey
569,10897,The Little Rascals
570,349394,À la mode
571,21352,Andre
572,68806,The Escort
573,37345,Princess Caraboo
574,32562,The Celluloid Closet
575,47507,Café au Lait
576,25403,Dear Diary
577,124304,I Don't Want to Talk About It
578,9066,The Brady Bunch Movie
579,771,Home Alone
580,251,Ghost
581,812,Aladdin
582,280,Terminator 2: Judgment Day
583,581,Dances with Wolves
584,80350,Tough and Deadly
585,268,Batman
586,274,The Silence of the Lambs
587,408,Snow White and the Seven Dwarfs
588,10020,Beauty and the Beast
589,10895,Pinocchio
590,114,Pretty Woman
591,41043,Window to Paris
592,576,The Wild Bunch
593,15477,Love and a .45
594,59146,The Wooden Man's Bride
595,124472,A Great Day in Harlem
596,30528,Bye Bye Love
597,7300,One Fine Day
598,10824,Candyman: Farewell to the Flesh
599,261246,Century
600,275,Fargo
601,25059,Homeward Bound II: Lost in San Francisco
602,11827,Heavy Metal
603,8766,Hellraiser: Bloodline
604,23570,The Pallbearer
605,47333,Jane Eyre
606,54850,Loaded
607,51242,Bread and Chocolate
608,10112,The Aristocats
609,4307,The Flower of My Secret
610,46029,Two Much
611,32308,Ed
612,88893,Scream of Stone
613,52873,My Favorite Season
614,123505,A Modern Affair
615,340210,Condition Red
616,44281,Halfaouine: Boy of the Terraces
617,28121,A Thin Line Between Love and Hate
618,12520,The Last Supper
619,1592,Primal Fear
620,166901,Rude
621,36447,Carried Away
622,19042,All Dogs Go to Heaven 2
623,38884,Land and Freedom
624,47449,Denise Calls Up
625,36259,Theodore Rex
626,41852,A Family Thing
627,40926,Frisk
628,9099,Sgt. Bilko
629,2021,Jack & Sarah
630,61752,Girl 6
631,10988,Diabolique
632,11479,"Little Indian, Big City"
633,398959,Roula
634,12652,Nelly and Monsieur Arnaud
635,10684,Courage Under Fire
636,954,Mission: Impossible
637,68445,Cold Fever
638,18989,Moll Flanders
639,10801,The Superwife
640,54285,"301, 302"
641,8840,DragonHeart
642,124625,My Mother's Courage
643,11107,Eddie
644,16417,Yankee Zulu
645,70934,Billy's Holiday
646,10363,Purple Noon
647,161070,August
648,10539,James and the Giant Peach
649,10543,Fear
650,18414,Kids in the Hall: Brain Candy
651,47502,Faithful
652,11902,Underground
653,27098,All Things Fair
654,25087,Bloodsport II
655,5801,Pather Panchali
656,896,The World of Apu
657,3065,Mystery Science Theater 3000: The Movie
658,318177,Tarantella
659,2300,Space Jam
660,8069,Barbarella
661,288173,Hostile Intentions
662,187851,They Bite
663,27768,Some Folks Call It a Sling Blade
664,221917,The Run of the Country
665,8072,Alphaville
666,35797,Coup de Torchon
667,88030,Tigrero: A Film That Was Never Made
668,185191,The Eye of Vichy
669,83857,Windows
670,33245,It's My Party
671,124460,Country Life
672,27281,Operation Dumbo Drop
673,105045,The Promise
677,40001,Mrs. Winterbourne
678,29621,Solo
679,117730,Under The Domim Tree
680,20762,The Substitute
681,37144,True Crime
682,48260,Butterfly Kiss
683,12656,Feeling Minnesota
684,38867,Delta of Venus
685,277270,To Cross the Rubicon
686,25969,Angus
687,44103,Priest Daens
688,753,Faces
689,43634,Boys
690,9103,The Quest
691,90214,Cosi
692,29649,Sunset Park
693,10990,Mulholland Falls
694,8866,The Truth About Cats & Dogs
695,12233,Oliver & Company
696,23449,Celtic Pride
697,36355,Flipper
698,37667,Captives
699,90148,Of Love and Shadows
700,922,Dead Man
701,11876,The Horseman on the Roof
702,52633,Switchblade Sisters
703,62364,Mouth to Mouth
704,11687,The Visitors
705,9304,Multiplicity
706,73183,"The Haunted World of Edward D. Wood, Jr."
707,131232,Two Friends
708,9100,The Craft
709,20759,The Great White Hype
710,46063,Last Dance
711,32513,Cold Comfort Farm
712,40651,"Institute Benjamenta, or This Dream People Call Human Life"
713,36915,Heaven's Prisoners
714,40507,Original Gangstas
715,9802,The Rock
716,25697,Getting Away with Murder
717,21588,Cemetery Man
718,664,Twister
719,11867,Barb Wire
720,47119,Le Garçu
721,314352,Honeymoon
722,9323,Ghost in the Shell
723,10280,Thinner
724,10535,Spy Hard
725,124613,Brothers in Trouble
726,532,A Close Shave
727,26744,Force of Evil
728,16299,The Stupids
729,10547,The Arrival
730,245268,The Man from Down Under
731,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
732,55613,Careful
733,41007,A Month by the Lake
734,35645,Gold Diggers: The Secret of Bear Mountain
735,110465,Kim
736,255546,Carmen Miranda: Bananas Is My Business
737,40751,Ashes of Time
738,275096,The Jar
739,85778,Maya Lin: A Strong Clear Vision
740,11101,Stalingrad
741,9826,The Phantom
742,9879,Striptease
743,63564,The Last of the High Kings
744,22621,Heavy
745,7095,Jack
746,26890,I Shot Andy Warhol
747,46732,The Grass Harp
748,124633,Someone Else's America
749,202425,Life is Rosy
750,196940,Quartier Mozart
751,77771,Touki Bouki
752,181083,God's Gift
753,41225,Spirits of the Dead
754,188589,Babyfever
755,87190,Pharaoh's  Army
756,627,Trainspotting
757,32872,Til There Was You
758,602,Independence Day
759,14553,Stealing Beauty
760,9566,The Fan
761,10545,The Hunchback of Notre Dame
762,9894,The Cable Guy
763,11543,Kingpin
764,9268,Eraser
765,52059,The Gate of Heavenly Peace
766,9327,The Nutty Professor
767,123763,"I, the Worst of All"
768,81949,An Unforgettable Summer
769,42005,A Hungarian Fairy Tale
770,124306,My Life and Times With Antonin Artaud
771,183955,Midnight Dancers
772,44535,Somebody to Love
773,44495,A Very Natural Thing
774,78285,The Old Lady Who Walked in the Sea
775,11228,Daylight
776,10779,The Frighteners
777,26748,Lone Star
778,38223,Harriet the Spy
779,9294,Phenomenon
780,49963,Walking and Talking
781,11363,She's the One
782,1645,A Time to Kill
783,31546,American Buffalo
784,77056,Rendezvous in Paris
785,36344,Alaska
786,18550,Fled
787,11511,Kazaam
788,172198,Magic Hunter
789,34170,Larger Than Life
790,281085,A Boy Called Hate
791,109478,Power 98
792,124645,Two Deaths
793,12606,A Very Brady Sequel
794,69895,Stefano Quantestorie
795,35206,Death in the Garden
796,151489,Hedd Wyn
797,4837,La Collectionneuse
798,12632,Kaspar Hauser
799,9098,Regular Guys
800,124614,The Convent
801,18975,The Adventures of Pinocchio
802,11962,Joe's Apartment
803,2925,The First Wives Club
804,28628,Stonewall
805,3595,Ransom
806,9308,High School High
807,92381,Phat Beach
808,18555,Foxfire
809,12123,Chain Reaction
810,10830,Matilda
811,3573,Emma
812,10546,The Crow: City of Angels
813,18862,House Arrest
814,31417,Eyes Without a Face
815,9431,Bordello of Blood
816,124619,Lotto Land
817,297645,The Story of Xinghua
818,48144,The Day the Sun Turned Cold
819,46986,Flirt
820,144982,The Big Squeeze
821,47907,The Spitfire Grill
822,10061,Escape from L.A.
823,36266,Cyclo
824,549,Basquiat
825,10478,Tin Cup
826,66634,Dingo
827,116690,The Ballad of Narayama
828,213917,Every Other Weekend
829,145925,Mille bolle blu
830,100914,Crows and Sparrows
831,238,The Godfather
832,159,Maybe... Maybe Not
833,11134,Police Story 3: Supercop
834,88224,Manny & Lo
835,132641,Wife
836,132641,Wife
837,132641,Wife
838,132641,Wife
839,42758,Small Faces
840,9303,Bound
841,23945,Carpool
842,37820,Death in Brunswick
843,22479,Kansas City
844,9054,Gone Fishin'
845,241058,Lover's Knot
846,11985,Vive L'Amour
847,10232,Shadow of Angels
848,59569,Killer: A Journal of Murder
849,410921,Nothing to Lose
850,38955,Project S
851,110513,Girls Town
852,114089,Bye-Bye
853,11015,The Relic
854,9306,The Island of Dr. Moreau
855,12559,First Kid
856,58770,The Trigger Effect
857,124851,Sweet Nothing
858,3587,Bogus
859,10723,Bulletproof
860,56077,Talk of Angels
861,19004,The Land Before Time III: The Time of the Great Giving
862,101230,1-900
863,10987,Halloween: The Curse of Michael Myers
864,44705,Twelfth Night
865,20318,Mother Night
866,43596,Liebelei
867,79782,Venice
868,26933,Wild Reeds
869,27854,For Whom the Bell Tolls
870,981,The Philadelphia Story
871,872,Singin' in the Rain
872,2769,An American in Paris
873,13320,Funny Face
874,164,Breakfast at Tiffany's
875,426,Vertigo
876,567,Rear Window
877,3078,It Happened One Night
878,13528,Gaslight
879,28288,The Gay Divorcee
880,213,North by Northwest
881,284,The Apartment
882,239,Some Like It Hot
883,4808,Charade
884,289,Casablanca
885,963,The Maltese Falcon
886,11113,My Fair Lady
887,6620,Sabrina
888,804,Roman Holiday
889,26531,The Little Princess
890,909,Meet Me in St. Louis
891,630,The Wizard of Oz
892,770,Gone with the Wind
893,31044,My Favorite Year
894,599,Sunset Boulevard
895,15,Citizen Kane
896,62,2001: A Space Odyssey
897,121357,Golden Earrings
898,705,All About Eve
899,22490,The Women
900,223,Rebecca
901,25670,Foreign Correspondent
902,303,Notorious
903,4174,Spellbound
904,8356,An Affair to Remember
905,381,To Catch a Thief
906,20758,Father of the Bride
907,29376,The Band Wagon
908,1859,Ninotchka
909,18299,Love in the Afternoon
910,17281,Gigi
911,64382,The Reluctant Debutante
912,10907,The Adventures of Robin Hood
913,32093,The Mark of Zorro
914,1939,Laura
915,22292,The Ghost and Mrs. Muir
916,3598,Lost Horizon
917,3080,Top Hat
918,198,To Be or Not to Be
919,13562,My Man Godfrey
920,1712,Giant
921,220,East of Eden
922,3529,The Thin Man
923,3085,His Girl Friday
924,2897,Around the World in Eighty Days
925,1585,It's a Wonderful Life
926,3083,Mr. Smith Goes to Washington
927,900,Bringing Up Baby
928,43795,Penny Serenade
929,85638,The Scarlet Letter
930,50001,Lady of Burlesque
931,43905,Of Human Bondage
932,22688,Angel on My Shoulder
933,23114,Little Lord Fauntleroy
934,26378,They Made Me a Criminal
935,40206,The Inspector General
936,22356,Angel and the Badman
937,260,The 39 Steps
938,43488,A Walk in the Sun
939,22613,The Outlaw
940,10331,Night of the Living Dead
941,488,The African Queen
942,22733,Beat the Devil
943,261,Cat on a Hot Tin Roof
944,57575,The Last Time I Saw Paris
945,32574,Meet John Doe
946,22657,Algiers
947,76464,Something to Sing About
948,22649,A Farewell to Arms
950,22649,A Farewell to Arms
952,176841,Moonlight Murder
953,125587,Nothing Personal
954,39448,"Yes, Madam"
955,52855,Dangerous Ground
956,39940,Picnic
957,172868,Madagascar Skin
958,85328,The Pompatus of Love
959,124632,Small Wonders
960,11076,Fly Away Home
961,63945,Bliss
962,58985,Grace of My Heart
963,890,Brother of Sleep
964,10861,Maximum Risk
965,1770,Michael Collins
966,44465,The Rich Man's Wife
967,2033,Infinity
968,18203,Big Night
969,9333,Last Man Standing
970,47260,Caught
971,9400,Set It Off
972,9401,2 Days in the Valley
973,12241,Curdled
974,25739,L'associé
975,161806,Ed's Next Move
976,11306,Extreme Measures
977,9625,The Glimmer Man
978,10680,D3: The Mighty Ducks
979,6346,The Chamber
980,18660,The Apple Dumpling Gang
981,35115,"Davy Crockett, King of the Wild Frontier"
982,14821,Escape to Witch Mountain
983,14136,The Love Bug
984,10869,Herbie Rides Again
985,22660,Old Yeller
986,19186,The Parent Trap
987,31102,Pollyanna
988,6878,Homeward Bound: The Incredible Journey
989,15944,The Shaggy Dog
990,18444,Swiss Family Robinson
991,20723,That Darn Cat!
992,173,"20,000 Leagues Under the Sea"
993,864,Cool Runnings
994,24795,Angels in the Outfield
995,11224,Cinderella
996,81310,Winnie the Pooh and the Blustery Day
997,15947,The Three Caballeros
998,9078,The Sword in the Stone
999,29682,So Dear to My Heart
1000,8367,Robin Hood: Prince of Thieves
1001,433,Mary Poppins
1002,11360,Dumbo
1003,11114,Pete's Dragon
1004,12335,Bedknobs and Broomsticks
1005,12092,Alice in Wonderland
1006,10948,The Fox and the Hound
1007,11229,Freeway
1008,15121,The Sound of Music
1009,562,Die Hard
1010,10163,The Lawnmower Man
1011,48862,Unhook the Stars
1012,117036,Synthetic Pleasures
1013,47199,The Secret Agent
1014,11159,Secrets & Lies
1015,9591,That Thing You Do!
1016,30500,To Gillian on Her 37th Birthday
1017,41843,Surviving Picasso
1018,55058,Love Is All There Is
1019,10938,Beautiful Thing
1020,11412,The Long Kiss Goodnight
1021,10586,The Ghost and the Darkness
1022,42314,Looking for Richard
1023,27845,Trees Lounge
1024,108365,The Proprietor
1025,23223,Normal Life
1026,49471,Get on the Bus
1027,38153,Shadow Conspiracy
1028,25147,Jude
1029,9716,Everyone Says I Love You
1030,43777,Bitter Sugar
1031,454,Romeo + Juliet
1032,10218,Swingers
1033,819,Sleepers
1034,38191,The Sunchaser
1035,56830,Johns
1036,11238,Aladdin and the King of Thieves
1037,27256,The Woman in Question
1038,31530,Shall We Dance
1039,66473,A Damsel in Distress
1040,28120,Crossfire
1041,1834,"Murder, My Sweet"
1042,26282,Macao
1043,37218,For the Moment
1044,252,Willy Wonka & the Chocolate Factory
1045,116356,The Sexual Life of the Belgians
1046,16372,The Innocents
